Year,Month,Market,Commodity,Variety,Price_per_KG,Avg_Temp_C,Max_Temp_C,Min_Temp_C,Rainfall_mm,Cumulative_Rainfall_mm,Flood,Drought,Yield_per_Hectare,Production_tonnes,Area_Hectares,Import_tonnes,Export_tonnes,Fertilizer_Cost,Seed_Cost,Labor_Cost,Fuel_Cost,Inflation,CPI,Lag1_Price,Lag2_Price
2015,1,Chittagong,Potato,Red_Potato,18.5,19.8,26.5,14.2,9.2,9.2,0,0,18.8,9254000,471000.0,0.0,45000.0,19.0,58.0,350.0,82.0,6.4,98.5,27.0,29.0
2015,1,Chittagong,Potato,White_Potato,15.0,19.8,26.5,14.2,9.2,9.2,0,0,18.8,9254000,471000.0,0.0,45000.0,19.0,58.0,350.0,82.0,6.4,98.5,22.0,24.0
2015,1,Chittagong,Rice,Coarse,33.5,19.2,26.1,13.4,8.1,8.1,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,420.0,68.0,6.2,185.4,33.2,33.0
2015,1,Chittagong,Rice,Miniket,45.5,19.2,26.1,13.4,8.1,8.1,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,420.0,68.0,6.2,185.4,45.0,44.8
2015,1,Chittagong,Rice,Nazirshail,49.5,19.2,26.1,13.4,8.1,8.1,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,420.0,68.0,6.2,185.4,49.0,48.8
2015,1,Chittagong,Rice,Aromatic,88.0,19.2,26.1,13.4,8.1,8.1,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,420.0,68.0,6.2,185.4,87.5,87.0
2015,1,Chittagong,Tomato,Local,35.2,20.8,26.5,12.5,8.2,8.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,60.5,78.8
2015,1,Chittagong,Tomato,Hybrid,45.5,20.8,26.5,12.5,8.2,8.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,68.2,90.5
2015,1,Chittagong,Tomato,Roma,51.4,20.8,26.5,12.5,8.2,8.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,75.4,98.2
2015,1,Chittagong,Tomato,Cherry,150.0,20.8,26.5,12.5,8.2,8.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,190.0,225.0
2015,1,Dhaka,Potato,Red_Potato,16.5,18.2,25.1,12.0,6.5,6.5,0,0,19.6,9254000,471000.0,0.0,45000.0,18.5,55.0,320.0,80.0,6.4,98.5,25.0,27.0
2015,1,Dhaka,Potato,White_Potato,13.0,18.2,25.1,12.0,6.5,6.5,0,0,19.6,9254000,471000.0,0.0,45000.0,18.5,55.0,320.0,80.0,6.4,98.5,20.0,22.0
2015,1,Dhaka,Rice,Coarse,32.5,18.5,25.4,12.1,5.2,5.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,185.4,32.1,31.9
2015,1,Dhaka,Rice,Miniket,44.0,18.5,25.4,12.1,5.2,5.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,185.4,43.5,43.2
2015,1,Dhaka,Rice,Nazirshail,48.0,18.5,25.4,12.1,5.2,5.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,185.4,47.8,47.5
2015,1,Dhaka,Rice,Aromatic,85.0,18.5,25.4,12.1,5.2,5.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,185.4,84.5,84.0
2015,1,Dhaka,Tomato,Local,32.5,19.5,25.8,11.2,5.4,5.4,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,58.2,75.4
2015,1,Dhaka,Tomato,Hybrid,42.8,19.5,25.8,11.2,5.4,5.4,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,65.4,88.2
2015,1,Dhaka,Tomato,Roma,48.2,19.5,25.8,11.2,5.4,5.4,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,72.1,95.5
2015,1,Dhaka,Tomato,Cherry,135.0,19.5,25.8,11.2,5.4,5.4,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,175.0,210.0
2015,1,Khulna,Potato,Red_Potato,16.0,18.8,25.8,12.8,3.5,3.5,0,0,18.2,9254000,471000.0,0.0,45000.0,18.8,56.0,310.0,81.0,6.4,98.5,24.0,26.0
2015,1,Khulna,Potato,White_Potato,13.5,18.8,25.8,12.8,3.5,3.5,0,0,18.2,9254000,471000.0,0.0,45000.0,18.8,56.0,310.0,81.0,6.4,98.5,20.0,22.0
2015,1,Khulna,Rice,Coarse,32.0,18.2,25.8,11.8,4.2,4.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,185.4,31.8,31.6
2015,1,Khulna,Rice,Miniket,43.2,18.2,25.8,11.8,4.2,4.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,185.4,43.0,42.8
2015,1,Khulna,Rice,Nazirshail,47.0,18.2,25.8,11.8,4.2,4.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,185.4,46.8,46.5
2015,1,Khulna,Rice,Aromatic,84.0,18.2,25.8,11.8,4.2,4.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,185.4,83.5,83.0
2015,1,Khulna,Tomato,Local,28.8,20.1,26.2,13.5,4.2,4.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,52.5,72.1
2015,1,Khulna,Tomato,Hybrid,38.5,20.1,26.2,13.5,4.2,4.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,60.2,85.2
2015,1,Khulna,Tomato,Roma,44.2,20.1,26.2,13.5,4.2,4.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,65.4,90.1
2015,1,Khulna,Tomato,Cherry,125.0,20.1,26.2,13.5,4.2,4.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,160.0,195.0
2015,1,Mymensingh,Potato,Red_Potato,15.0,17.5,24.8,11.2,4.8,4.8,0,0,20.2,9254000,471000.0,0.0,45000.0,18.2,54.0,290.0,79.0,6.4,98.5,22.0,25.0
2015,1,Mymensingh,Potato,White_Potato,12.5,17.5,24.8,11.2,4.8,4.8,0,0,20.2,9254000,471000.0,0.0,45000.0,18.2,54.0,290.0,79.0,6.4,98.5,19.0,22.0
2015,1,Mymensingh,Rice,Coarse,31.5,17.2,24.2,10.8,3.8,3.8,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,185.4,31.2,31.0
2015,1,Mymensingh,Rice,Miniket,42.2,17.2,24.2,10.8,3.8,3.8,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,185.4,41.8,41.5
2015,1,Mymensingh,Rice,Nazirshail,46.5,17.2,24.2,10.8,3.8,3.8,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,185.4,46.2,46.0
2015,1,Mymensingh,Rice,Aromatic,83.0,17.2,24.2,10.8,3.8,3.8,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,185.4,82.5,82.0
2015,1,Mymensingh,Tomato,Local,26.2,18.5,24.8,9.8,3.5,3.5,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,50.4,70.2
2015,1,Mymensingh,Tomato,Hybrid,36.5,18.5,24.8,9.8,3.5,3.5,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,58.2,82.5
2015,1,Mymensingh,Tomato,Roma,42.1,18.5,24.8,9.8,3.5,3.5,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,64.5,88.4
2015,1,Mymensingh,Tomato,Cherry,120.0,18.5,24.8,9.8,3.5,3.5,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,155.0,190.0
2015,1,Rajshahi,Potato,Red_Potato,13.0,16.8,24.2,9.5,2.0,2.0,0,0,21.2,9254000,471000.0,0.0,45000.0,17.5,50.0,280.0,78.0,6.4,98.5,20.0,22.0
2015,1,Rajshahi,Potato,White_Potato,10.5,16.8,24.2,9.5,2.0,2.0,0,0,21.2,9254000,471000.0,0.0,45000.0,17.5,50.0,280.0,78.0,6.4,98.5,17.0,19.0
2015,1,Rajshahi,Rice,Coarse,31.8,17.8,24.5,11.2,3.5,3.5,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,185.4,31.5,31.3
2015,1,Rajshahi,Rice,Miniket,42.5,17.8,24.5,11.2,3.5,3.5,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,185.4,42.0,41.8
2015,1,Rajshahi,Rice,Nazirshail,46.2,17.8,24.5,11.2,3.5,3.5,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,185.4,46.0,45.8
2015,1,Rajshahi,Rice,Aromatic,82.5,17.8,24.5,11.2,3.5,3.5,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,185.4,82.0,81.5
2015,1,Rajshahi,Tomato,Local,22.4,18.2,24.5,8.5,1.2,1.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,45.2,65.8
2015,1,Rajshahi,Tomato,Hybrid,32.8,18.2,24.5,8.5,1.2,1.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,55.5,78.4
2015,1,Rajshahi,Tomato,Roma,38.5,18.2,24.5,8.5,1.2,1.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,62.1,85.2
2015,1,Rajshahi,Tomato,Cherry,115.0,18.2,24.5,8.5,1.2,1.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,150.0,185.0
2015,1,Rangpur,Potato,Red_Potato,12.0,16.0,23.5,8.8,1.2,1.2,0,0,22.5,9254000,471000.0,0.0,45000.0,17.0,48.0,260.0,78.0,6.4,98.5,18.0,20.0
2015,1,Rangpur,Potato,White_Potato,9.5,16.0,23.5,8.8,1.2,1.2,0,0,22.5,9254000,471000.0,0.0,45000.0,17.0,48.0,260.0,78.0,6.4,98.5,15.0,17.0
2015,1,Rangpur,Rice,Coarse,31.2,16.5,23.8,9.5,2.1,2.1,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,380.0,63.0,6.2,185.4,31.0,30.8
2015,1,Rangpur,Rice,Miniket,41.8,16.5,23.8,9.5,2.1,2.1,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,380.0,63.0,6.2,185.4,41.5,41.2
2015,1,Rangpur,Rice,Nazirshail,45.5,16.5,23.8,9.5,2.1,2.1,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,380.0,63.0,6.2,185.4,45.2,45.0
2015,1,Rangpur,Rice,Aromatic,81.0,16.5,23.8,9.5,2.1,2.1,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,380.0,63.0,6.2,185.4,80.5,80.0
2015,1,Rangpur,Tomato,Local,20.5,17.5,23.8,7.2,0.8,0.8,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,42.8,62.5
2015,1,Rangpur,Tomato,Hybrid,30.2,17.5,23.8,7.2,0.8,0.8,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,52.4,75.1
2015,1,Rangpur,Tomato,Roma,35.8,17.5,23.8,7.2,0.8,0.8,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,58.5,82.4
2015,1,Rangpur,Tomato,Cherry,110.0,17.5,23.8,7.2,0.8,0.8,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,145.0,178.0
2015,1,Sylhet,Potato,Red_Potato,20.0,18.5,25.5,12.2,10.5,10.5,0,0,18.0,9254000,471000.0,0.0,45000.0,20.0,62.0,340.0,82.0,6.4,98.5,28.0,31.0
2015,1,Sylhet,Potato,White_Potato,16.5,18.5,25.5,12.2,10.5,10.5,0,0,18.0,9254000,471000.0,0.0,45000.0,20.0,62.0,340.0,82.0,6.4,98.5,24.0,26.0
2015,1,Sylhet,Rice,Coarse,32.8,17.5,24.8,10.2,12.5,12.5,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,405.0,65.0,6.2,185.4,32.5,32.2
2015,1,Sylhet,Rice,Miniket,44.2,17.5,24.8,10.2,12.5,12.5,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,405.0,65.0,6.2,185.4,44.0,43.8
2015,1,Sylhet,Rice,Nazirshail,48.2,17.5,24.8,10.2,12.5,12.5,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,405.0,65.0,6.2,185.4,48.0,47.8
2015,1,Sylhet,Rice,Aromatic,87.0,17.5,24.8,10.2,12.5,12.5,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,405.0,65.0,6.2,185.4,86.5,86.0
2015,1,Sylhet,Tomato,Local,38.5,18.8,25.1,10.5,10.2,10.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,65.8,82.5
2015,1,Sylhet,Tomato,Hybrid,48.2,18.8,25.1,10.5,10.2,10.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,72.4,95.2
2015,1,Sylhet,Tomato,Roma,54.5,18.8,25.1,10.5,10.2,10.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,80.1,105.4
2015,1,Sylhet,Tomato,Cherry,160.0,18.8,25.1,10.5,10.2,10.2,0,0,13.8,389000,27518.0,200.0,80.0,1200.0,950.0,380.0,62.0,6.99,198.5,200.0,235.0
2015,2,Barisal,Potato,Red_Potato,14.5,22.2,29.2,15.8,9.0,14.8,0,0,18.5,9254000,471000.0,0.0,45000.0,19.0,54.0,310.0,81.0,6.1,99.1,17.0,25.0
2015,2,Barisal,Potato,White_Potato,11.5,22.2,29.2,15.8,9.0,14.8,0,0,18.5,9254000,471000.0,0.0,45000.0,19.0,54.0,310.0,81.0,6.1,99.1,14.0,21.0
2015,2,Barisal,Rice,Coarse,32.8,21.8,29.2,15.2,14.5,21.0,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,410.0,66.0,6.2,186.2,32.4,32.2
2015,2,Barisal,Rice,Miniket,44.1,21.8,29.2,15.2,14.5,21.0,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,410.0,66.0,6.2,186.2,43.8,43.5
2015,2,Barisal,Rice,Nazirshail,48.1,21.8,29.2,15.2,14.5,21.0,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,410.0,66.0,6.2,186.2,47.8,47.5
2015,2,Barisal,Rice,Aromatic,86.5,21.8,29.2,15.2,14.5,21.0,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,410.0,66.0,6.2,186.2,86.0,85.5
2015,2,Barisal,Tomato,Local,22.8,23.2,28.9,16.5,11.8,17.3,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,30.1,55.1
2015,2,Barisal,Tomato,Hybrid,28.4,23.2,28.9,16.5,11.8,17.3,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,40.4,62.8
2015,2,Barisal,Tomato,Roma,33.5,23.2,28.9,16.5,11.8,17.3,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,45.8,68.5
2015,2,Barisal,Tomato,Cherry,115.0,23.2,28.9,16.5,11.8,17.3,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,130.0,165.0
2015,2,Chittagong,Potato,Red_Potato,15.5,22.8,29.5,16.2,13.5,22.7,0,0,18.8,9254000,471000.0,0.0,45000.0,19.0,55.0,360.0,82.0,6.1,99.1,18.5,27.0
2015,2,Chittagong,Potato,White_Potato,12.5,22.8,29.5,16.2,13.5,22.7,0,0,18.8,9254000,471000.0,0.0,45000.0,19.0,55.0,360.0,82.0,6.1,99.1,15.0,22.0
2015,2,Chittagong,Rice,Coarse,33.8,22.1,29.2,15.8,18.5,26.6,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,420.0,68.0,6.2,186.2,33.5,33.2
2015,2,Chittagong,Rice,Miniket,45.8,22.1,29.2,15.8,18.5,26.6,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,420.0,68.0,6.2,186.2,45.5,45.0
2015,2,Chittagong,Rice,Nazirshail,49.8,22.1,29.2,15.8,18.5,26.6,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,420.0,68.0,6.2,186.2,49.5,49.0
2015,2,Chittagong,Rice,Aromatic,88.5,22.1,29.2,15.8,18.5,26.6,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,420.0,68.0,6.2,186.2,88.0,87.5
2015,2,Chittagong,Tomato,Local,25.8,23.5,29.1,15.8,15.2,23.4,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,35.2,60.5
2015,2,Chittagong,Tomato,Hybrid,32.4,23.5,29.1,15.8,15.2,23.4,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,45.5,68.2
2015,2,Chittagong,Tomato,Roma,38.5,23.5,29.1,15.8,15.2,23.4,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,51.4,75.4
2015,2,Chittagong,Tomato,Cherry,130.0,23.5,29.1,15.8,15.2,23.4,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,150.0,190.0
2015,2,Dhaka,Potato,Red_Potato,13.5,21.5,28.2,14.8,11.2,17.7,0,0,19.6,9254000,471000.0,0.0,45000.0,18.5,52.0,330.0,80.0,6.1,99.1,16.5,25.0
2015,2,Dhaka,Potato,White_Potato,10.0,21.5,28.2,14.8,11.2,17.7,0,0,19.6,9254000,471000.0,0.0,45000.0,18.5,52.0,330.0,80.0,6.1,99.1,13.0,20.0
2015,2,Dhaka,Rice,Coarse,32.8,21.2,28.5,14.5,15.2,20.4,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,186.2,32.5,32.1
2015,2,Dhaka,Rice,Miniket,44.5,21.2,28.5,14.5,15.2,20.4,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,186.2,44.0,43.5
2015,2,Dhaka,Rice,Nazirshail,48.5,21.2,28.5,14.5,15.2,20.4,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,186.2,48.0,47.8
2015,2,Dhaka,Rice,Aromatic,85.5,21.2,28.5,14.5,15.2,20.4,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,186.2,85.0,84.5
2015,2,Dhaka,Tomato,Local,22.4,22.1,28.4,14.5,12.5,17.9,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,32.5,58.2
2015,2,Dhaka,Tomato,Hybrid,28.5,22.1,28.4,14.5,12.5,17.9,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,42.8,65.4
2015,2,Dhaka,Tomato,Roma,34.2,22.1,28.4,14.5,12.5,17.9,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,48.2,72.1
2015,2,Dhaka,Tomato,Cherry,115.0,22.1,28.4,14.5,12.5,17.9,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,135.0,175.0
2015,2,Khulna,Potato,Red_Potato,13.5,21.8,28.8,15.2,6.0,9.5,0,0,18.2,9254000,471000.0,0.0,45000.0,18.8,53.0,320.0,81.0,6.1,99.1,16.0,24.0
2015,2,Khulna,Potato,White_Potato,11.0,21.8,28.8,15.2,6.0,9.5,0,0,18.2,9254000,471000.0,0.0,45000.0,18.8,53.0,320.0,81.0,6.1,99.1,13.5,20.0
2015,2,Khulna,Rice,Coarse,32.5,21.5,28.8,14.8,12.8,17.0,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,186.2,32.0,31.8
2015,2,Khulna,Rice,Miniket,43.5,21.5,28.8,14.8,12.8,17.0,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,186.2,43.2,43.0
2015,2,Khulna,Rice,Nazirshail,47.5,21.5,28.8,14.8,12.8,17.0,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,186.2,47.0,46.8
2015,2,Khulna,Rice,Aromatic,84.5,21.5,28.8,14.8,12.8,17.0,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,400.0,65.0,6.2,186.2,84.0,83.5
2015,2,Khulna,Tomato,Local,21.5,22.8,28.5,15.2,10.5,14.7,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,28.8,52.5
2015,2,Khulna,Tomato,Hybrid,27.2,22.8,28.5,15.2,10.5,14.7,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,38.5,60.2
2015,2,Khulna,Tomato,Roma,32.1,22.8,28.5,15.2,10.5,14.7,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,44.2,65.4
2015,2,Khulna,Tomato,Cherry,110.0,22.8,28.5,15.2,10.5,14.7,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,125.0,160.0
2015,2,Mymensingh,Potato,Red_Potato,12.5,20.5,27.8,13.5,7.5,12.3,0,0,20.2,9254000,471000.0,0.0,45000.0,18.2,50.0,300.0,79.0,6.1,99.1,15.0,22.0
2015,2,Mymensingh,Potato,White_Potato,10.0,20.5,27.8,13.5,7.5,12.3,0,0,20.2,9254000,471000.0,0.0,45000.0,18.2,50.0,300.0,79.0,6.1,99.1,12.5,19.0
2015,2,Mymensingh,Rice,Coarse,31.8,20.2,27.5,13.1,12.4,16.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,186.2,31.5,31.2
2015,2,Mymensingh,Rice,Miniket,42.5,20.2,27.5,13.1,12.4,16.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,186.2,42.2,41.8
2015,2,Mymensingh,Rice,Nazirshail,46.8,20.2,27.5,13.1,12.4,16.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,186.2,46.5,46.2
2015,2,Mymensingh,Rice,Aromatic,83.5,20.2,27.5,13.1,12.4,16.2,0,0,3.95,34500000,11400000.0,450000.0,5000.0,800.0,550.0,390.0,64.0,6.2,186.2,83.0,82.5
2015,2,Mymensingh,Tomato,Local,19.2,21.8,27.2,12.8,9.5,13.0,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,26.2,50.4
2015,2,Mymensingh,Tomato,Hybrid,25.4,21.8,27.2,12.8,9.5,13.0,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,36.5,58.2
2015,2,Mymensingh,Tomato,Roma,29.8,21.8,27.2,12.8,9.5,13.0,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,42.1,64.5
2015,2,Mymensingh,Tomato,Cherry,105.0,21.8,27.2,12.8,9.5,13.0,0,0,13.8,389000,27518.0,0.0,150.0,1200.0,950.0,390.0,62.0,6.48,199.8,120.0,155.0
2015,2,Rajshahi,Potato,Red_Potato,10.0,20.2,27.5,12.5,4.5,6.5,0,0,21.2,9254000,471000.0,0.0,45000.0,17.5,48.0,290.0,78.0,6.1,99.1,13.0,20.0
2015,2,Rajshahi,Potato,White_Potato,7.5,20.2,27.5,12.5,4.5,6.5,0,0,21.2,9254000,471000.0,0.0,45000.0,17.5,48.0,290.0,78.0,6.1,99.1,10.5,17.0
